workerid,trial,story,condition,rt,world,activity,Qtype,rating,experiment,eligible
278,4,15_pasta,after,104568,ordinary,habitual,habitual,24.61,exclamation,True
278,5,19_exhibit,before,47843,wonky,,habitual,21.85,exclamation,True
278,6,17_airplane,after,119832,ordinary,non-habitual,habitual,7.76,exclamation,True
278,1,12_letter,after,60538,wonky,non-habitual,non-habitual,49.52,exclamation,True
278,2,9_doctor,after,73018,wonky,habitual,non-habitual,13.04,exclamation,True
278,3,16_baking,before,59336,ordinary,,non-habitual,49.77,exclamation,True
278,4,15_pasta,after,104568,ordinary,habitual,non-habitual,49.27,exclamation,True
278,5,19_exhibit,before,47843,wonky,,non-habitual,8.51,exclamation,True
278,6,17_airplane,after,119832,ordinary,non-habitual,non-habitual,49.02,exclamation,True
278,1,12_letter,after,60538,wonky,non-habitual,script,77.95,exclamation,True
278,2,9_doctor,after,73018,wonky,habitual,script,24.74,exclamation,True
278,3,16_baking,before,59336,ordinary,,script,77.57,exclamation,True
278,4,15_pasta,after,104568,ordinary,habitual,script,49.9,exclamation,True
278,5,19_exhibit,before,47843,wonky,,script,82.35,exclamation,True
278,6,17_airplane,after,119832,ordinary,non-habitual,script,74.55,exclamation,True
278,1,12_letter,after,60538,wonky,non-habitual,interaction,68.26,exclamation,True
278,2,9_doctor,after,73018,wonky,habitual,interaction,49.14,exclamation,True
278,3,16_baking,before,59336,ordinary,,interaction,87.13,exclamation,True
278,4,15_pasta,after,104568,ordinary,habitual,interaction,70.9,exclamation,True
278,5,19_exhibit,before,47843,wonky,,interaction,64.49,exclamation,True
278,6,17_airplane,after,119832,ordinary,non-habitual,interaction,48.77,exclamation,True
277,1,15_pasta,after,45604,ordinary,habitual,habitual,26.41,exclamation,True
277,2,4_subway,after,69426,ordinary,non-habitual,habitual,100,exclamation,True
277,3,11_skydiving,after,46046,wonky,habitual,habitual,38.77,exclamation,True
277,4,6_swimming,after,55498,wonky,non-habitual,habitual,99.6,exclamation,True
277,5,14_clothes,before,54752,ordinary,,habitual,72.47,exclamation,True
277,6,3_feed_dog,before,80619,wonky,,habitual,90.52,exclamation,True
277,1,15_pasta,after,45604,ordinary,habitual,non-habitual,29.03,exclamation,True
277,2,4_subway,after,69426,ordinary,non-habitual,non-habitual,5.29,exclamation,True
277,3,11_skydiving,after,46046,wonky,habitual,non-habitual,12.73,exclamation,True
277,4,6_swimming,after,55498,wonky,non-habitual,non-habitual,65.14,exclamation,True
277,5,14_clothes,before,54752,ordinary,,non-habitual,78.16,exclamation,True
277,6,3_feed_dog,before,80619,wonky,,non-habitual,49.49,exclamation,True
277,1,15_pasta,after,45604,ordinary,habitual,script,35.16,exclamation,True
277,2,4_subway,after,69426,ordinary,non-habitual,script,80.35,exclamation,True
277,3,11_skydiving,after,46046,wonky,habitual,script,55.29,exclamation,True
277,4,6_swimming,after,55498,wonky,non-habitual,script,81.33,exclamation,True
277,5,14_clothes,before,54752,ordinary,,script,90.96,exclamation,True
277,6,3_feed_dog,before,80619,wonky,,script,97.96,exclamation,True
277,1,15_pasta,after,45604,ordinary,habitual,interaction,69.73,exclamation,True
277,2,4_subway,after,69426,ordinary,non-habitual,interaction,26.08,exclamation,True
277,3,11_skydiving,after,46046,wonky,habitual,interaction,25.31,exclamation,True
277,4,6_swimming,after,55498,wonky,non-habitual,interaction,4.2,exclamation,True
277,5,14_clothes,before,54752,ordinary,,interaction,59.89,exclamation,True
277,6,3_feed_dog,before,80619,wonky,,interaction,95.12,exclamation,True
276,1,1_grocery,before,69830,wonky,,habitual,17.15,exclamation,True
276,2,20_drive,before,40755,ordinary,,habitual,97.71,exclamation,True
276,3,7_train,after,76188,ordinary,habitual,habitual,50.16,exclamation,True
276,4,24_laundry,after,50807,wonky,habitual,habitual,4.08,exclamation,True
276,5,13_bus,after,55367,wonky,non-habitual,habitual,7.35,exclamation,True
276,6,6_swimming,after,73502,ordinary,non-habitual,habitual,98.36,exclamation,True
276,1,1_grocery,before,69830,wonky,,non-habitual,47.71,exclamation,True
276,2,20_drive,before,40755,ordinary,,non-habitual,5.45,exclamation,True
276,3,7_train,after,76188,ordinary,habitual,non-habitual,6.86,exclamation,True
276,4,24_laundry,after,50807,wonky,habitual,non-habitual,2.94,exclamation,True
276,5,13_bus,after,55367,wonky,non-habitual,non-habitual,5.06,exclamation,True
276,6,6_swimming,after,73502,ordinary,non-habitual,non-habitual,4.57,exclamation,True
276,1,1_grocery,before,69830,wonky,,script,48.69,exclamation,True
276,2,20_drive,before,40755,ordinary,,script,48.2,exclamation,True
276,3,7_train,after,76188,ordinary,habitual,script,85.29,exclamation,True
276,4,24_laundry,after,50807,wonky,habitual,script,19.77,exclamation,True
276,5,13_bus,after,55367,wonky,non-habitual,script,87.42,exclamation,True
276,6,6_swimming,after,73502,ordinary,non-habitual,script,84.8,exclamation,True
276,1,1_grocery,before,69830,wonky,,interaction,49.67,exclamation,True
276,2,20_drive,before,40755,ordinary,,interaction,49.16,exclamation,True
276,3,7_train,after,76188,ordinary,habitual,interaction,7.02,exclamation,True
276,4,24_laundry,after,50807,wonky,habitual,interaction,91.34,exclamation,True
276,5,13_bus,after,55367,wonky,non-habitual,interaction,6.7,exclamation,True
276,6,6_swimming,after,73502,ordinary,non-habitual,interaction,86.11,exclamation,True
275,1,3_feed_dog,before,132432,ordinary,,habitual,0,exclamation,True
275,2,12_letter,after,40431,wonky,habitual,habitual,14.34,exclamation,True
275,3,5_fueling,after,155448,ordinary,non-habitual,habitual,99.78,exclamation,True
275,4,8_work,after,80377,wonky,non-habitual,habitual,49.12,exclamation,True
275,5,17_airplane,before,51870,wonky,,habitual,15.66,exclamation,True
275,6,21_pizza,after,55228,ordinary,habitual,habitual,49.84,exclamation,True
275,1,3_feed_dog,before,132432,ordinary,,non-habitual,15.42,exclamation,True
275,2,12_letter,after,40431,wonky,habitual,non-habitual,0,exclamation,True
275,3,5_fueling,after,155448,ordinary,non-habitual,non-habitual,49.6,exclamation,True
275,4,8_work,after,80377,wonky,non-habitual,non-habitual,14.22,exclamation,True
275,5,17_airplane,before,51870,wonky,,non-habitual,100,exclamation,True
275,6,21_pizza,after,55228,ordinary,habitual,non-habitual,0,exclamation,True
275,1,3_feed_dog,before,132432,ordinary,,script,61.27,exclamation,True
275,2,12_letter,after,40431,wonky,habitual,script,90.39,exclamation,True
275,3,5_fueling,after,155448,ordinary,non-habitual,script,50.2,exclamation,True
275,4,8_work,after,80377,wonky,non-habitual,script,49.48,exclamation,True
275,5,17_airplane,before,51870,wonky,,script,50.56,exclamation,True
275,6,21_pizza,after,55228,ordinary,habitual,script,89.07,exclamation,True
275,1,3_feed_dog,before,132432,ordinary,,interaction,100,exclamation,True
275,2,12_letter,after,40431,wonky,habitual,interaction,90.63,exclamation,True
275,3,5_fueling,after,155448,ordinary,non-habitual,interaction,87.02,exclamation,True
275,4,8_work,after,80377,wonky,non-habitual,interaction,74.99,exclamation,True
275,5,17_airplane,before,51870,wonky,,interaction,88.23,exclamation,True
275,6,21_pizza,after,55228,ordinary,habitual,interaction,98.94,exclamation,True
274,1,24_laundry,after,43923,ordinary,non-habitual,habitual,45.81,exclamation,True
274,2,9_doctor,after,39556,ordinary,habitual,habitual,48.79,exclamation,True
274,3,6_swimming,after,28176,wonky,habitual,habitual,49.2,exclamation,True
274,4,5_fueling,before,28174,wonky,,habitual,38.6,exclamation,True
274,5,23_library,after,22541,wonky,non-habitual,habitual,76.6,exclamation,True
274,6,7_train,before,29646,ordinary,,habitual,91.5,exclamation,True
274,1,24_laundry,after,43923,ordinary,non-habitual,non-habitual,63.35,exclamation,True
274,2,9_doctor,after,39556,ordinary,habitual,non-habitual,46.55,exclamation,True
274,3,6_swimming,after,28176,wonky,habitual,non-habitual,21.14,exclamation,True
274,4,5_fueling,before,28174,wonky,,non-habitual,34.3,exclamation,True
274,5,23_library,after,22541,wonky,non-habitual,non-habitual,32.31,exclamation,True
274,6,7_train,before,29646,ordinary,,non-habitual,67.83,exclamation,True
274,1,24_laundry,after,43923,ordinary,non-habitual,script,38.27,exclamation,True
274,2,9_doctor,after,39556,ordinary,habitual,script,49.12,exclamation,True
274,3,6_swimming,after,28176,wonky,habitual,script,63.85,exclamation,True
274,4,5_fueling,before,28174,wonky,,script,98.87,exclamation,True
274,5,23_library,after,22541,wonky,non-habitual,script,64.02,exclamation,True
274,6,7_train,before,29646,ordinary,,script,85.21,exclamation,True
274,1,24_laundry,after,43923,ordinary,non-habitual,interaction,63.02,exclamation,True
274,2,9_doctor,after,39556,ordinary,habitual,interaction,58.39,exclamation,True
274,3,6_swimming,after,28176,wonky,habitual,interaction,64.85,exclamation,True
274,4,5_fueling,before,28174,wonky,,interaction,49.53,exclamation,True
274,5,23_library,after,22541,wonky,non-habitual,interaction,49.28,exclamation,True
274,6,7_train,before,29646,ordinary,,interaction,40.84,exclamation,True
273,1,15_pasta,before,25080,wonky,,habitual,0.73,exclamation,True
273,2,23_library,after,72225,ordinary,habitual,habitual,98.53,exclamation,True
273,3,6_swimming,before,61249,ordinary,,habitual,99.53,exclamation,True
273,4,13_bus,after,45210,ordinary,non-habitual,habitual,98.73,exclamation,True
273,5,17_airplane,after,60072,wonky,non-habitual,habitual,98.83,exclamation,True
273,6,16_baking,after,30756,wonky,habitual,habitual,49.28,exclamation,True
273,1,15_pasta,before,25080,wonky,,non-habitual,48.78,exclamation,True
273,2,23_library,after,72225,ordinary,habitual,non-habitual,0.53,exclamation,True
273,3,6_swimming,before,61249,ordinary,,non-habitual,0.43,exclamation,True
273,4,13_bus,after,45210,ordinary,non-habitual,non-habitual,49.68,exclamation,True
273,5,17_airplane,after,60072,wonky,non-habitual,non-habitual,87.64,exclamation,True
273,6,16_baking,after,30756,wonky,habitual,non-habitual,50.08,exclamation,True
273,1,15_pasta,before,25080,wonky,,script,49.38,exclamation,True
273,2,23_library,after,72225,ordinary,habitual,script,98.13,exclamation,True
273,3,6_swimming,before,61249,ordinary,,script,91.54,exclamation,True
273,4,13_bus,after,45210,ordinary,non-habitual,script,91.54,exclamation,True
273,5,17_airplane,after,60072,wonky,non-habitual,script,96.23,exclamation,True
273,6,16_baking,after,30756,wonky,habitual,script,51.38,exclamation,True
273,1,15_pasta,before,25080,wonky,,interaction,49.78,exclamation,True
273,2,23_library,after,72225,ordinary,habitual,interaction,49.28,exclamation,True
273,3,6_swimming,before,61249,ordinary,,interaction,50.68,exclamation,True
273,4,13_bus,after,45210,ordinary,non-habitual,interaction,8.62,exclamation,True
273,5,17_airplane,after,60072,wonky,non-habitual,interaction,96.03,exclamation,True
273,6,16_baking,after,30756,wonky,habitual,interaction,89.34,exclamation,True
272,1,21_pizza,before,38493,ordinary,,habitual,96.98,exclamation,True
272,2,13_bus,after,43668,ordinary,habitual,habitual,64.9,exclamation,True
272,3,14_clothes,after,49243,wonky,habitual,habitual,80.88,exclamation,True
272,4,10_shampoo,after,44916,wonky,non-habitual,habitual,100,exclamation,True
272,5,8_work,before,42894,wonky,,habitual,100,exclamation,True
272,6,17_airplane,after,65984,ordinary,non-habitual,habitual,100,exclamation,True
272,1,21_pizza,before,38493,ordinary,,non-habitual,26.12,exclamation,True
272,2,13_bus,after,43668,ordinary,habitual,non-habitual,100,exclamation,True
272,3,14_clothes,after,49243,wonky,habitual,non-habitual,50.56,exclamation,True
272,4,10_shampoo,after,44916,wonky,non-habitual,non-habitual,61.96,exclamation,True
272,5,8_work,before,42894,wonky,,non-habitual,48.68,exclamation,True
272,6,17_airplane,after,65984,ordinary,non-habitual,non-habitual,35.29,exclamation,True
272,1,21_pizza,before,38493,ordinary,,script,48.56,exclamation,True
272,2,13_bus,after,43668,ordinary,habitual,script,48.21,exclamation,True
272,3,14_clothes,after,49243,wonky,habitual,script,70.89,exclamation,True
272,4,10_shampoo,after,44916,wonky,non-habitual,script,19.54,exclamation,True
272,5,8_work,before,42894,wonky,,script,100,exclamation,True
272,6,17_airplane,after,65984,ordinary,non-habitual,script,78.06,exclamation,True
272,1,21_pizza,before,38493,ordinary,,interaction,49.5,exclamation,True
272,2,13_bus,after,43668,ordinary,habitual,interaction,75.94,exclamation,True
272,3,14_clothes,after,49243,wonky,habitual,interaction,65.84,exclamation,True
272,4,10_shampoo,after,44916,wonky,non-habitual,interaction,48.92,exclamation,True
272,5,8_work,before,42894,wonky,,interaction,49.62,exclamation,True
272,6,17_airplane,after,65984,ordinary,non-habitual,interaction,67.6,exclamation,True
271,1,3_feed_dog,after,193605,ordinary,habitual,habitual,48.19,exclamation,True
271,2,12_letter,after,26597,wonky,non-habitual,habitual,64.88,exclamation,True
271,3,1_grocery,before,23125,ordinary,,habitual,99.49,exclamation,True
271,4,14_clothes,after,34533,wonky,habitual,habitual,23.29,exclamation,True
271,5,15_pasta,before,21071,wonky,,habitual,0,exclamation,True
271,6,8_work,after,24242,ordinary,non-habitual,habitual,100,exclamation,True
271,1,3_feed_dog,after,193605,ordinary,habitual,non-habitual,21.52,exclamation,True
271,2,12_letter,after,26597,wonky,non-habitual,non-habitual,77.6,exclamation,True
271,3,1_grocery,before,23125,ordinary,,non-habitual,66.8,exclamation,True
271,4,14_clothes,after,34533,wonky,habitual,non-habitual,50.52,exclamation,True
271,5,15_pasta,before,21071,wonky,,non-habitual,20.42,exclamation,True
271,6,8_work,after,24242,ordinary,non-habitual,non-habitual,72.54,exclamation,True
271,1,3_feed_dog,after,193605,ordinary,habitual,script,85.13,exclamation,True
271,2,12_letter,after,26597,wonky,non-habitual,script,75.14,exclamation,True
271,3,1_grocery,before,23125,ordinary,,script,48.05,exclamation,True
271,4,14_clothes,after,34533,wonky,habitual,script,37.93,exclamation,True
271,5,15_pasta,before,21071,wonky,,script,65.98,exclamation,True
271,6,8_work,after,24242,ordinary,non-habitual,script,52.84,exclamation,True
271,1,3_feed_dog,after,193605,ordinary,habitual,interaction,49.97,exclamation,True
271,2,12_letter,after,26597,wonky,non-habitual,interaction,66.66,exclamation,True
271,3,1_grocery,before,23125,ordinary,,interaction,72.82,exclamation,True
271,4,14_clothes,after,34533,wonky,habitual,interaction,60.5,exclamation,True
271,5,15_pasta,before,21071,wonky,,interaction,78.97,exclamation,True
271,6,8_work,after,24242,ordinary,non-habitual,interaction,76.92,exclamation,True
270,1,10_shampoo,after,76090,wonky,habitual,habitual,16.05,exclamation,True
270,2,12_letter,before,59370,wonky,,habitual,0.19,exclamation,True
270,3,11_skydiving,after,79164,wonky,non-habitual,habitual,99.53,exclamation,True
270,4,22_dishes,before,54819,ordinary,,habitual,81.38,exclamation,True
270,5,14_clothes,after,88085,ordinary,habitual,habitual,90.73,exclamation,True
270,6,17_airplane,after,66890,ordinary,non-habitual,habitual,73.01,exclamation,True
270,1,10_shampoo,after,76090,wonky,habitual,non-habitual,22.14,exclamation,True
270,2,12_letter,before,59370,wonky,,non-habitual,21.38,exclamation,True
270,3,11_skydiving,after,79164,wonky,non-habitual,non-habitual,98.45,exclamation,True
270,4,22_dishes,before,54819,ordinary,,non-habitual,90.08,exclamation,True
270,5,14_clothes,after,88085,ordinary,habitual,non-habitual,71.92,exclamation,True
270,6,17_airplane,after,66890,ordinary,non-habitual,non-habitual,41.6,exclamation,True
270,1,10_shampoo,after,76090,wonky,habitual,script,58.99,exclamation,True
270,2,12_letter,before,59370,wonky,,script,86.6,exclamation,True
270,3,11_skydiving,after,79164,wonky,non-habitual,script,79.75,exclamation,True
270,4,22_dishes,before,54819,ordinary,,script,62.69,exclamation,True
270,5,14_clothes,after,88085,ordinary,habitual,script,87.03,exclamation,True
270,6,17_airplane,after,66890,ordinary,non-habitual,script,93.55,exclamation,True
270,1,10_shampoo,after,76090,wonky,habitual,interaction,75.84,exclamation,True
270,2,12_letter,before,59370,wonky,,interaction,60.29,exclamation,True
270,3,11_skydiving,after,79164,wonky,non-habitual,interaction,30.73,exclamation,True
270,4,22_dishes,before,54819,ordinary,,interaction,78.12,exclamation,True
270,5,14_clothes,after,88085,ordinary,habitual,interaction,49.21,exclamation,True
270,6,17_airplane,after,66890,ordinary,non-habitual,interaction,49.42,exclamation,True
269,1,3_feed_dog,after,27795,wonky,non-habitual,habitual,48.8,exclamation,True
269,2,7_train,after,19251,ordinary,non-habitual,habitual,21.54,exclamation,True
269,3,22_dishes,before,18349,ordinary,,habitual,88.4,exclamation,True
269,4,18_hair,before,28675,wonky,,habitual,2.97,exclamation,True
269,5,6_swimming,after,19291,wonky,habitual,habitual,96.86,exclamation,True
269,6,15_pasta,after,18767,ordinary,habitual,habitual,80.29,exclamation,True
269,1,3_feed_dog,after,27795,wonky,non-habitual,non-habitual,15.07,exclamation,True
269,2,7_train,after,19251,ordinary,non-habitual,non-habitual,18.95,exclamation,True
269,3,22_dishes,before,18349,ordinary,,non-habitual,80.53,exclamation,True
269,4,18_hair,before,28675,wonky,,non-habitual,95.69,exclamation,True
269,5,6_swimming,after,19291,wonky,habitual,non-habitual,18.83,exclamation,True
269,6,15_pasta,after,18767,ordinary,habitual,non-habitual,3.32,exclamation,True
269,1,3_feed_dog,after,27795,wonky,non-habitual,script,58.2,exclamation,True
269,2,7_train,after,19251,ordinary,non-habitual,script,69.25,exclamation,True
269,3,22_dishes,before,18349,ordinary,,script,90.16,exclamation,True
269,4,18_hair,before,28675,wonky,,script,95.1,exclamation,True
269,5,6_swimming,after,19291,wonky,habitual,script,96.04,exclamation,True
269,6,15_pasta,after,18767,ordinary,habitual,script,72.65,exclamation,True
269,1,3_feed_dog,after,27795,wonky,non-habitual,interaction,66.19,exclamation,True
269,2,7_train,after,19251,ordinary,non-habitual,interaction,21.18,exclamation,True
269,3,22_dishes,before,18349,ordinary,,interaction,63.37,exclamation,True
269,4,18_hair,before,28675,wonky,,interaction,33.41,exclamation,True
269,5,6_swimming,after,19291,wonky,habitual,interaction,84.4,exclamation,True
269,6,15_pasta,after,18767,ordinary,habitual,interaction,85.46,exclamation,True
268,1,11_skydiving,before,40563,wonky,,habitual,71.37,exclamation,True
268,2,21_pizza,after,36609,wonky,habitual,habitual,47.53,exclamation,True
268,3,4_subway,after,33041,ordinary,habitual,habitual,88.1,exclamation,True
268,4,5_fueling,after,32357,wonky,non-habitual,habitual,24.55,exclamation,True
268,5,6_swimming,before,42397,ordinary,,habitual,98.46,exclamation,True
268,6,22_dishes,after,41673,ordinary,non-habitual,habitual,82.73,exclamation,True
268,1,11_skydiving,before,40563,wonky,,non-habitual,24.68,exclamation,True
268,2,21_pizza,after,36609,wonky,habitual,non-habitual,35.79,exclamation,True
268,3,4_subway,after,33041,ordinary,habitual,non-habitual,15.94,exclamation,True
268,4,5_fueling,after,32357,wonky,non-habitual,non-habitual,50.52,exclamation,True
268,5,6_swimming,before,42397,ordinary,,non-habitual,27.93,exclamation,True
268,6,22_dishes,after,41673,ordinary,non-habitual,non-habitual,88.23,exclamation,True
268,1,11_skydiving,before,40563,wonky,,script,79.36,exclamation,True
268,2,21_pizza,after,36609,wonky,habitual,script,51.27,exclamation,True
268,3,4_subway,after,33041,ordinary,habitual,script,84.98,exclamation,True
268,4,5_fueling,after,32357,wonky,non-habitual,script,98.59,exclamation,True
268,5,6_swimming,before,42397,ordinary,,script,91.22,exclamation,True
268,6,22_dishes,after,41673,ordinary,non-habitual,script,79.49,exclamation,True
268,1,11_skydiving,before,40563,wonky,,interaction,50.27,exclamation,True
268,2,21_pizza,after,36609,wonky,habitual,interaction,69.87,exclamation,True
268,3,4_subway,after,33041,ordinary,habitual,interaction,37.16,exclamation,True
268,4,5_fueling,after,32357,wonky,non-habitual,interaction,65,exclamation,True
268,5,6_swimming,before,42397,ordinary,,interaction,81.98,exclamation,True
268,6,22_dishes,after,41673,ordinary,non-habitual,interaction,81.98,exclamation,True
267,1,16_baking,before,28937,ordinary,,habitual,100,exclamation,True
267,2,12_letter,after,33647,ordinary,non-habitual,habitual,67.36,exclamation,True
267,3,13_bus,after,25574,wonky,non-habitual,habitual,99.43,exclamation,True
267,4,4_subway,after,27141,ordinary,habitual,habitual,99.03,exclamation,True
267,5,14_clothes,before,25155,wonky,,habitual,13.11,exclamation,True
267,6,20_drive,after,39604,wonky,habitual,habitual,68.26,exclamation,True
267,1,16_baking,before,28937,ordinary,,non-habitual,27.8,exclamation,True
267,2,12_letter,after,33647,ordinary,non-habitual,non-habitual,61.37,exclamation,True
267,3,13_bus,after,25574,wonky,non-habitual,non-habitual,0,exclamation,True
267,4,4_subway,after,27141,ordinary,habitual,non-habitual,0.53,exclamation,True
267,5,14_clothes,before,25155,wonky,,non-habitual,24,exclamation,True
267,6,20_drive,after,39604,wonky,habitual,non-habitual,0,exclamation,True
267,1,16_baking,before,28937,ordinary,,script,80.55,exclamation,True
267,2,12_letter,after,33647,ordinary,non-habitual,script,76.85,exclamation,True
267,3,13_bus,after,25574,wonky,non-habitual,script,77.95,exclamation,True
267,4,4_subway,after,27141,ordinary,habitual,script,50.38,exclamation,True
267,5,14_clothes,before,25155,wonky,,script,27.6,exclamation,True
267,6,20_drive,after,39604,wonky,habitual,script,76.65,exclamation,True
267,1,16_baking,before,28937,ordinary,,interaction,76.35,exclamation,True
267,2,12_letter,after,33647,ordinary,non-habitual,interaction,50.28,exclamation,True
267,3,13_bus,after,25574,wonky,non-habitual,interaction,50.98,exclamation,True
267,4,4_subway,after,27141,ordinary,habitual,interaction,48.18,exclamation,True
267,5,14_clothes,before,25155,wonky,,interaction,67.96,exclamation,True
267,6,20_drive,after,39604,wonky,habitual,interaction,39.39,exclamation,True
266,1,14_clothes,before,27514,wonky,,habitual,38.93,exclamation,True
266,2,1_grocery,after,29424,wonky,non-habitual,habitual,31.15,exclamation,True
266,3,6_swimming,after,34996,ordinary,habitual,habitual,96.47,exclamation,True
266,4,9_doctor,before,30356,ordinary,,habitual,28.59,exclamation,True
266,5,24_laundry,after,23718,ordinary,non-habitual,habitual,86.7,exclamation,True
266,6,16_baking,after,25764,wonky,habitual,habitual,96.63,exclamation,True
266,1,14_clothes,before,27514,wonky,,non-habitual,34.3,exclamation,True
266,2,1_grocery,after,29424,wonky,non-habitual,non-habitual,35.87,exclamation,True
266,3,6_swimming,after,34996,ordinary,habitual,non-habitual,28.5,exclamation,True
266,4,9_doctor,before,30356,ordinary,,non-habitual,26.93,exclamation,True
266,5,24_laundry,after,23718,ordinary,non-habitual,non-habitual,27.18,exclamation,True
266,6,16_baking,after,25764,wonky,habitual,non-habitual,50.69,exclamation,True
266,1,14_clothes,before,27514,wonky,,script,60.29,exclamation,True
266,2,1_grocery,after,29424,wonky,non-habitual,script,30.24,exclamation,True
266,3,6_swimming,after,34996,ordinary,habitual,script,58.47,exclamation,True
266,4,9_doctor,before,30356,ordinary,,script,32.64,exclamation,True
266,5,24_laundry,after,23718,ordinary,non-habitual,script,64.76,exclamation,True
266,6,16_baking,after,25764,wonky,habitual,script,26.93,exclamation,True
266,1,14_clothes,before,27514,wonky,,interaction,49.7,exclamation,True
266,2,1_grocery,after,29424,wonky,non-habitual,interaction,89.6,exclamation,True
266,3,6_swimming,after,34996,ordinary,habitual,interaction,86.62,exclamation,True
266,4,9_doctor,before,30356,ordinary,,interaction,56.48,exclamation,True
266,5,24_laundry,after,23718,ordinary,non-habitual,interaction,88.69,exclamation,True
266,6,16_baking,after,25764,wonky,habitual,interaction,81.65,exclamation,True
265,1,20_drive,after,24580,wonky,non-habitual,habitual,86.86,exclamation,True
265,2,10_shampoo,before,33388,wonky,,habitual,3.5,exclamation,True
265,3,6_swimming,after,30529,ordinary,non-habitual,habitual,100,exclamation,True
265,4,1_grocery,before,33803,ordinary,,habitual,99.28,exclamation,True
265,5,13_bus,after,31008,ordinary,habitual,habitual,93.9,exclamation,True
265,6,4_subway,after,30500,wonky,habitual,habitual,48.79,exclamation,True
265,1,20_drive,after,24580,wonky,non-habitual,non-habitual,1.68,exclamation,True
265,2,10_shampoo,before,33388,wonky,,non-habitual,49.86,exclamation,True
265,3,6_swimming,after,30529,ordinary,non-habitual,non-habitual,31.82,exclamation,True
265,4,1_grocery,before,33803,ordinary,,non-habitual,48.12,exclamation,True
265,5,13_bus,after,31008,ordinary,habitual,non-habitual,12.2,exclamation,True
265,6,4_subway,after,30500,wonky,habitual,non-habitual,1.1,exclamation,True
265,1,20_drive,after,24580,wonky,non-habitual,script,86.86,exclamation,True
265,2,10_shampoo,before,33388,wonky,,script,48.87,exclamation,True
265,3,6_swimming,after,30529,ordinary,non-habitual,script,83.14,exclamation,True
265,4,1_grocery,before,33803,ordinary,,script,83.39,exclamation,True
265,5,13_bus,after,31008,ordinary,habitual,script,61.78,exclamation,True
265,6,4_subway,after,30500,wonky,habitual,script,84.8,exclamation,True
265,1,20_drive,after,24580,wonky,non-habitual,interaction,48.29,exclamation,True
265,2,10_shampoo,before,33388,wonky,,interaction,47.38,exclamation,True
265,3,6_swimming,after,30529,ordinary,non-habitual,interaction,60.95,exclamation,True
265,4,1_grocery,before,33803,ordinary,,interaction,49.03,exclamation,True
265,5,13_bus,after,31008,ordinary,habitual,interaction,11.37,exclamation,True
265,6,4_subway,after,30500,wonky,habitual,interaction,39.51,exclamation,True
264,1,24_laundry,after,35536,ordinary,habitual,habitual,100,exclamation,True
264,2,11_skydiving,before,30161,wonky,,habitual,0,exclamation,True
264,3,3_feed_dog,after,57806,wonky,habitual,habitual,10.85,exclamation,True
264,4,13_bus,before,28478,ordinary,,habitual,99.78,exclamation,True
264,5,7_train,after,26694,ordinary,non-habitual,habitual,69.93,exclamation,True
264,6,6_swimming,after,30222,wonky,non-habitual,habitual,100,exclamation,True
264,1,24_laundry,after,35536,ordinary,habitual,non-habitual,12.41,exclamation,True
264,2,11_skydiving,before,30161,wonky,,non-habitual,0,exclamation,True
264,3,3_feed_dog,after,57806,wonky,habitual,non-habitual,16.63,exclamation,True
264,4,13_bus,before,28478,ordinary,,non-habitual,49.72,exclamation,True
264,5,7_train,after,26694,ordinary,non-habitual,non-habitual,70.54,exclamation,True
264,6,6_swimming,after,30222,wonky,non-habitual,non-habitual,30.34,exclamation,True
264,1,24_laundry,after,35536,ordinary,habitual,script,47.07,exclamation,True
264,2,11_skydiving,before,30161,wonky,,script,77.28,exclamation,True
264,3,3_feed_dog,after,57806,wonky,habitual,script,59.71,exclamation,True
264,4,13_bus,before,28478,ordinary,,script,80.52,exclamation,True
264,5,7_train,after,26694,ordinary,non-habitual,script,90.15,exclamation,True
264,6,6_swimming,after,30222,wonky,non-habitual,script,80.04,exclamation,True
264,1,24_laundry,after,35536,ordinary,habitual,interaction,73.06,exclamation,True
264,2,11_skydiving,before,30161,wonky,,interaction,50.92,exclamation,True
264,3,3_feed_dog,after,57806,wonky,habitual,interaction,74.15,exclamation,True
264,4,13_bus,before,28478,ordinary,,interaction,33.35,exclamation,True
264,5,7_train,after,26694,ordinary,non-habitual,interaction,27.09,exclamation,True
264,6,6_swimming,after,30222,wonky,non-habitual,interaction,84.01,exclamation,True
263,1,19_exhibit,after,22273,ordinary,habitual,habitual,100,exclamation,True
263,2,3_feed_dog,before,32781,ordinary,,habitual,73.99,exclamation,True
263,3,21_pizza,after,23885,wonky,habitual,habitual,75.97,exclamation,True
263,4,6_swimming,after,25761,wonky,non-habitual,habitual,83.69,exclamation,True
263,5,23_library,after,24138,ordinary,non-habitual,habitual,78.12,exclamation,True
263,6,7_train,before,23700,wonky,,habitual,15.82,exclamation,True
263,1,19_exhibit,after,22273,ordinary,habitual,non-habitual,61.25,exclamation,True
263,2,3_feed_dog,before,32781,ordinary,,non-habitual,25.52,exclamation,True
263,3,21_pizza,after,23885,wonky,habitual,non-habitual,48.68,exclamation,True
263,4,6_swimming,after,25761,wonky,non-habitual,non-habitual,72.38,exclamation,True
263,5,23_library,after,24138,ordinary,non-habitual,non-habitual,31.44,exclamation,True
263,6,7_train,before,23700,wonky,,non-habitual,33.42,exclamation,True
